N,K,D,rep,condition,start_fitness,final_fitness,improvement,accepted_total,accepted_bad,accepted_bad_fraction,accepted_mean_distance,landscape_seed,steps
16,0,8,16,Strong_delta_HM_channel,0.4196118562203637,0.02058740294803163,,,,,,337491432,50
16,0,8,16,Strong_delta_HM_naive,0.4196118562203637,0.010899623854736307,,,,,,337491432,50
16,0,1,17,H,0.5697806329455036,0.6511577066768991,0.08137707373139547,27.0,13.0,0.48148148148148145,1.0740740740740742,1635173585,50
16,0,1,17,M,0.5697806329455036,0.617661759377501,0.04788112643199738,49.0,25.0,0.5102040816326531,1.0,1635173585,50
16,0,1,17,HM_naive,0.5697806329455036,0.649574859734134,0.07979422678863035,48.0,22.0,0.4583333333333333,1.0,1635173585,50
16,0,1,17,HM_channel,0.5697806329455036,0.6657517769522074,0.09597114400670381,41.0,18.0,0.43902439024390244,1.0,1635173585,50
16,0,1,17,Strong_delta_HM_channel,0.5697806329455036,0.014594070275308346,,,,,,1635173585,50
16,0,1,17,Strong_delta_HM_naive,0.5697806329455036,-0.0015828469427651148,,,,,,1635173585,50
16,0,2,17,H,0.5697806329455036,0.6518393631553898,0.08205873020988619,27.0,13.0,0.48148148148148145,1.037037037037037,1635173585,50
16,0,2,17,M,0.5697806329455036,0.631639201227741,0.06185856828223735,50.0,27.0,0.54,1.74,1635173585,50
16,0,2,17,HM_naive,0.5697806329455036,0.6492773131137384,0.07949668016823475,46.0,25.0,0.5434782608695652,1.326086956521739,1635173585,50
16,0,2,17,HM_channel,0.5697806329455036,0.663363195163398,0.0935825622178944,27.0,14.0,0.5185185185185185,1.2592592592592593,1635173585,50
16,0,2,17,Strong_delta_HM_channel,0.5697806329455036,0.011523832008008217,,,,,,1635173585,50
16,0,2,17,Strong_delta_HM_naive,0.5697806329455036,-0.0025620500416514425,,,,,,1635173585,50
16,0,4,17,H,0.5697806329455036,0.6471190568938112,0.07733842394830759,32.0,15.0,0.46875,1.03125,1635173585,50
16,0,4,17,M,0.5697806329455036,0.582543441550975,0.01276280860547141,50.0,25.0,0.5,3.14,1635173585,50
16,0,4,17,HM_naive,0.5697806329455036,0.6592365956998524,0.08945596275434875,40.0,16.0,0.4,1.375,1635173585,50
16,0,4,17,HM_channel,0.5697806329455036,0.6526129742480777,0.08283234130257411,27.0,14.0,0.5185185185185185,1.8518518518518519,1635173585,50
16,0,4,17,Strong_delta_HM_channel,0.5697806329455036,0.00549391735426652,,,,,,1635173585,50
16,0,4,17,Strong_delta_HM_naive,0.5697806329455036,0.012117538806041162,,,,,,1635173585,50
16,0,8,17,H,0.5697806329455036,0.6452302342694016,0.075449601323898,36.0,16.0,0.4444444444444444,1.0833333333333333,1635173585,50
16,0,8,17,M,0.5697806329455036,0.556608269044624,-0.013172363900879613,50.0,30.0,0.6,6.62,1635173585,50
16,0,8,17,HM_naive,0.5697806329455036,0.6354730046082648,0.0656923716627612,37.0,16.0,0.43243243243243246,1.7027027027027026,1635173585,50
16,0,8,17,HM_channel,0.5697806329455036,0.6580717943041872,0.08829116135868353,14.0,5.0,0.35714285714285715,1.2142857142857142,1635173585,50
16,0,8,17,Strong_delta_HM_channel,0.5697806329455036,0.012841560034785537,,,,,,1635173585,50
16,0,8,17,Strong_delta_HM_naive,0.5697806329455036,-0.00975722966113679,,,,,,1635173585,50
16,0,1,18,H,0.44556731248379167,0.5904791464746265,0.14491183399083485,34.0,15.0,0.4411764705882353,1.088235294117647,572158797,50
16,0,1,18,M,0.44556731248379167,0.5933917547544721,0.14782444227068048,50.0,24.0,0.48,1.0,572158797,50
16,0,1,18,HM_naive,0.44556731248379167,0.6328125756703552,0.18724526318656354,49.0,21.0,0.42857142857142855,1.0,572158797,50
16,0,1,18,HM_channel,0.44556731248379167,0.6316402776763574,0.18607296519256578,30.0,12.0,0.4,1.0,572158797,50
16,0,1,18,Strong_delta_HM_channel,0.44556731248379167,0.0382485229218853,,,,,,572158797,50
16,0,1,18,Strong_delta_HM_naive,0.44556731248379167,0.03942082091588306,,,,,,572158797,50
16,0,2,18,H,0.44556731248379167,0.6289863689152508,0.18341905643145917,32.0,12.0,0.375,1.0625,572158797,50
16,0,2,18,M,0.44556731248379167,0.5899056263466272,0.14433831386283558,50.0,24.0,0.48,1.76,572158797,50
16,0,2,18,HM_naive,0.44556731248379167,0.6289863689152508,0.18341905643145917,48.0,22.0,0.4583333333333333,1.3333333333333333,572158797,50
16,0,2,18,HM_channel,0.44556731248379167,0.6289863689152508,0.18341905643145917,34.0,11.0,0.3235294117647059,1.3529411764705883,572158797,50
16,0,2,18,Strong_delta_HM_channel,0.44556731248379167,0.0,,,,,,572158797,50
16,0,2,18,Strong_delta_HM_naive,0.44556731248379167,0.0,,,,,,572158797,50
16,0,4,18,H,0.44556731248379167,0.6328125756703552,0.18724526318656354,28.0,10.0,0.35714285714285715,1.1785714285714286,572158797,50
16,0,4,18,M,0.44556731248379167,0.5387712134760401,0.0932039009922484,50.0,28.0,0.56,3.06,572158797,50
16,0,4,18,HM_naive,0.44556731248379167,0.6359782557412471,0.19041094325745545,38.0,16.0,0.42105263157894735,1.631578947368421,572158797,50
16,0,4,18,HM_channel,0.44556731248379167,0.6316402776763574,0.18607296519256578,25.0,12.0,0.48,1.84,572158797,50
16,0,4,18,Strong_delta_HM_channel,0.44556731248379167,-0.0011722979939977618,,,,,,572158797,50
16,0,4,18,Strong_delta_HM_naive,0.44556731248379167,0.0031656800708919075,,,,,,572158797,50
16,0,8,18,H,0.44556731248379167,0.6151325700954887,0.16956525761169705,28.0,11.0,0.39285714285714285,1.0714285714285714,572158797,50
16,0,8,18,M,0.44556731248379167,0.5839860910943844,0.1384187786105927,50.0,26.0,0.52,5.82,572158797,50
16,0,8,18,HM_naive,0.44556731248379167,0.6258206888443589,0.18025337636056726,34.0,14.0,0.4117647058823529,1.5,572158797,50
16,0,8,18,HM_channel,0.44556731248379167,0.6202679880631647,0.17470067557937308,17.0,5.0,0.29411764705882354,1.588235294117647,572158797,50
16,0,8,18,Strong_delta_HM_channel,0.44556731248379167,0.005135417967676026,,,,,,572158797,50
16,0,8,18,Strong_delta_HM_naive,0.44556731248379167,0.010688118748870212,,,,,,572158797,50
16,0,1,19,H,0.6051308831383317,0.693057705419455,0.08792682228112325,30.0,14.0,0.4666666666666667,1.1333333333333333,950251614,50
16,0,1,19,M,0.6051308831383317,0.6742415022845719,0.06911061914624017,49.0,24.0,0.4897959183673469,1.0,950251614,50
16,0,1,19,HM_naive,0.6051308831383317,0.6967618123515621,0.09163092921323035,50.0,24.0,0.48,1.0,950251614,50
16,0,1,19,HM_channel,0.6051308831383317,0.6982209982837189,0.09309011514538712,35.0,15.0,0.42857142857142855,1.0285714285714285,950251614,50
16,0,1,19,Strong_delta_HM_channel,0.6051308831383317,0.005163292864263869,,,,,,950251614,50
16,0,1,19,Strong_delta_HM_naive,0.6051308831383317,0.0037041069321070985,,,,,,950251614,50
16,0,2,19,H,0.6051308831383317,0.702763158638936,0.09763227550060427,33.0,15.0,0.45454545454545453,1.2121212121212122,950251614,50
16,0,2,19,M,0.6051308831383317,0.6897974276229967,0.08466654448466493,50.0,24.0,0.48,1.78,950251614,50
16,0,2,19,HM_naive,0.6051308831383317,0.702763158638936,0.09763227550060427,44.0,21.0,0.4772727272727273,1.3636363636363635,950251614,50
16,0,2,19,HM_channel,0.6051308831383317,0.7062413198482049,0.10111043670987319,30.0,12.0,0.4,1.2666666666666666,950251614,50
16,0,2,19,Strong_delta_HM_channel,0.6051308831383317,0.003478161209268915,,,,,,950251614,50
16,0,2,19,Strong_delta_HM_naive,0.6051308831383317,0.0,,,,,,950251614,50
16,0,4,19,H,0.6051308831383317,0.7072595481728385,0.1021286650345068,23.0,9.0,0.391304347826087,1.2173913043478262,950251614,50
16,0,4,19,M,0.6051308831383317,0.5908113641630752,-0.014319518975256518,50.0,24.0,0.48,3.18,950251614,50
16,0,4,19,HM_naive,0.6051308831383317,0.6989730797696425,0.09384219663131077,40.0,19.0,0.475,1.3,950251614,50
16,0,4,19,HM_channel,0.6051308831383317,0.7023056817379364,0.09717479859960465,30.0,15.0,0.5,1.9,950251614,50
16,0,4,19,Strong_delta_HM_channel,0.6051308831383317,-0.004953866434902143,,,,,,950251614,50
16,0,4,19,Strong_delta_HM_naive,0.6051308831383317,-0.008286468403196023,,,,,,950251614,50
16,0,8,19,H,0.6051308831383317,0.6943705383290125,0.08923965519068078,27.0,12.0,0.4444444444444444,1.2222222222222223,950251614,50
16,0,8,19,M,0.6051308831383317,0.598865894237335,-0.006264988900996693,50.0,26.0,0.52,6.26,950251614,50
16,0,8,19,HM_naive,0.6051308831383317,0.7073199292582513,0.10218904611991952,32.0,14.0,0.4375,1.90625,950251614,50
16,0,8,19,HM_channel,0.6051308831383317,0.6934890536175735,0.08835817047924177,22.0,9.0,0.4090909090909091,1.4090909090909092,950251614,50
16,0,8,19,Strong_delta_HM_channel,0.6051308831383317,-0.0008814847114390068,,,,,,950251614,50
16,0,8,19,Strong_delta_HM_naive,0.6051308831383317,0.012949390929238747,,,,,,950251614,50
16,0,1,20,H,0.5495959709551226,0.6513552734964777,0.10175930254135512,30.0,13.0,0.43333333333333335,1.1,650578084,50
16,0,1,20,M,0.5495959709551226,0.6478936765435438,0.09829770558842121,50.0,22.0,0.44,1.0,650578084,50
16,0,1,20,HM_naive,0.5495959709551226,0.6453000431469031,0.09570407219178056,50.0,22.0,0.44,1.02,650578084,50
16,0,1,20,HM_channel,0.5495959709551226,0.6679833540794573,0.11838738312433472,39.0,15.0,0.38461538461538464,1.0512820512820513,650578084,50
16,0,1,20,Strong_delta_HM_channel,0.5495959709551226,0.0166280805829796,,,,,,650578084,50
16,0,1,20,Strong_delta_HM_naive,0.5495959709551226,-0.0060552303495745585,,,,,,650578084,50
16,0,2,20,H,0.5495959709551226,0.6545473347919616,0.104951363836839,25.0,9.0,0.36,1.04,650578084,50
16,0,2,20,M,0.5495959709551226,0.5554027511101984,0.0058067801550758524,50.0,27.0,0.54,1.74,650578084,50
16,0,2,20,HM_naive,0.5495959709551226,0.6382252996645712,0.08862932870944862,38.0,19.0,0.5,1.236842105263158,650578084,50
16,0,2,20,HM_channel,0.5495959709551226,0.6670116646906776,0.11741569373555505,25.0,10.0,0.4,1.28,650578084,50
16,0,2,20,Strong_delta_HM_channel,0.5495959709551226,0.012464329898716042,,,,,,650578084,50
16,0,2,20,Strong_delta_HM_naive,0.5495959709551226,-0.01632203512739039,,,,,,650578084,50
16,0,4,20,H,0.5495959709551226,0.6663585345206964,0.1167625635655738,26.0,9.0,0.34615384615384615,1.0,650578084,50
16,0,4,20,M,0.5495959709551226,0.6353938366192671,0.08579786566414449,50.0,22.0,0.44,3.2,650578084,50
16,0,4,20,HM_naive,0.5495959709551226,0.6629180275418404,0.11332205658671779,33.0,15.0,0.45454545454545453,1.2424242424242424,650578084,50
16,0,4,20,HM_channel,0.5495959709551226,0.6629180275418404,0.11332205658671779,21.0,8.0,0.38095238095238093,1.6666666666666667,650578084,50
16,0,4,20,Strong_delta_HM_channel,0.5495959709551226,-0.003440506978856006,,,,,,650578084,50
16,0,4,20,Strong_delta_HM_naive,0.5495959709551226,-0.003440506978856006,,,,,,650578084,50
16,0,8,20,H,0.5495959709551226,0.662264897371859,0.11266892641673643,31.0,11.0,0.3548387096774194,1.1290322580645162,650578084,50
16,0,8,20,M,0.5495959709551226,0.6047046627599723,0.055108691804849674,50.0,26.0,0.52,6.2,650578084,50
16,0,8,20,HM_naive,0.5495959709551226,0.6588033004189251,0.10920732946380252,29.0,11.0,0.3793103448275862,1.5862068965517242,650578084,50
16,0,8,20,HM_channel,0.5495959709551226,0.6670116646906776,0.11741569373555505,15.0,6.0,0.4,1.7333333333333334,650578084,50
16,0,8,20,Strong_delta_HM_channel,0.5495959709551226,0.004746767318818623,,,,,,650578084,50
16,0,8,20,Strong_delta_HM_naive,0.5495959709551226,-0.0034615969529339097,,,,,,650578084,50
16,0,1,21,H,0.5963624670598124,0.7306788983563977,0.13431643129658521,26.0,10.0,0.38461538461538464,1.0,208379588,50
16,0,1,21,M,0.5963624670598124,0.7089632843768291,0.11260081731701665,50.0,23.0,0.46,1.0,208379588,50
16,0,1,21,HM_naive,0.5963624670598124,0.733797674811383,0.1374352077515706,41.0,18.0,0.43902439024390244,1.0,208379588,50
16,0,1,21,HM_channel,0.5963624670598124,0.7405772858782207,0.14421481881840825,39.0,16.0,0.41025641025641024,1.0,208379588,50
16,0,1,21,Strong_delta_HM_channel,0.5963624670598124,0.009898387521823038,,,,,,208379588,50
16,0,1,21,Strong_delta_HM_naive,0.5963624670598124,0.0031187764549853725,,,,,,208379588,50
16,0,2,21,H,0.5963624670598124,0.7356296840967047,0.13926721703689227,29.0,12.0,0.41379310344827586,1.0344827586206897,208379588,50
16,0,2,21,M,0.5963624670598124,0.7366977292896397,0.14033526222982728,50.0,23.0,0.46,1.68,208379588,50
16,0,2,21,HM_naive,0.5963624670598124,0.7375797158547467,0.14121724879493425,45.0,20.0,0.4444444444444444,1.4,208379588,50
16,0,2,21,HM_channel,0.5963624670598124,0.7394117251400684,0.14304925808025593,26.0,10.0,0.38461538461538464,1.4615384615384615,208379588,50
16,0,2,21,Strong_delta_HM_channel,0.5963624670598124,0.002713995850428641,,,,,,208379588,50
16,0,2,21,Strong_delta_HM_naive,0.5963624670598124,0.0008819865651069625,,,,,,208379588,50
16,0,4,21,H,0.5963624670598124,0.734865720004318,0.1385032529445056,27.0,11.0,0.4074074074074074,1.0740740740740742,208379588,50
16,0,4,21,M,0.5963624670598124,0.6796291654032308,0.08326669834341838,47.0,24.0,0.5106382978723404,3.021276595744681,208379588,50
16,0,4,21,HM_naive,0.5963624670598124,0.7405772858782207,0.14421481881840825,34.0,15.0,0.4411764705882353,1.3823529411764706,208379588,50
16,0,4,21,HM_channel,0.5963624670598124,0.7405772858782207,0.14421481881840825,21.0,6.0,0.2857142857142857,1.4761904761904763,208379588,50
16,0,4,21,Strong_delta_HM_channel,0.5963624670598124,0.0057115658739026465,,,,,,208379588,50
16,0,4,21,Strong_delta_HM_naive,0.5963624670598124,0.0057115658739026465,,,,,,208379588,50
16,0,8,21,H,0.5963624670598124,0.7233369070106307,0.12697443995081825,32.0,14.0,0.4375,1.125,208379588,50
16,0,8,21,M,0.5963624670598124,0.6348200451884339,0.038457578128621495,48.0,25.0,0.5208333333333334,6.083333333333333,208379588,50
16,0,8,21,HM_naive,0.5963624670598124,0.7394117251400684,0.14304925808025593,33.0,15.0,0.45454545454545453,1.5757575757575757,208379588,50
16,0,8,21,HM_channel,0.5963624670598124,0.7355321685514873,0.13916970149167485,12.0,3.0,0.25,1.75,208379588,50
16,0,8,21,Strong_delta_HM_channel,0.5963624670598124,0.012195261540856595,,,,,,208379588,50
16,0,8,21,Strong_delta_HM_naive,0.5963624670598124,0.016074818129437674,,,,,,208379588,50
16,0,1,22,H,0.5518210270859869,0.8088325795420637,0.25701155245607676,19.0,4.0,0.21052631578947367,1.105263157894737,1775601087,50
16,0,1,22,M,0.5518210270859869,0.7947736180338755,0.24295259094788857,50.0,20.0,0.4,1.0,1775601087,50
16,0,1,22,HM_naive,0.5518210270859869,0.8088325795420637,0.25701155245607676,43.0,16.0,0.37209302325581395,1.0,1775601087,50
16,0,1,22,HM_channel,0.5518210270859869,0.8088325795420637,0.25701155245607676,23.0,6.0,0.2608695652173913,1.0,1775601087,50
16,0,1,22,Strong_delta_HM_channel,0.5518210270859869,0.0,,,,,,1775601087,50
16,0,1,22,Strong_delta_HM_naive,0.5518210270859869,0.0,,,,,,1775601087,50
16,0,2,22,H,0.5518210270859869,0.8014914395239483,0.2496704124379614,23.0,7.0,0.30434782608695654,1.0434782608695652,1775601087,50
16,0,2,22,M,0.5518210270859869,0.7151211599651698,0.16330013287918288,49.0,21.0,0.42857142857142855,1.5918367346938775,1775601087,50
16,0,2,22,HM_naive,0.5518210270859869,0.7959967827406794,0.24417575565469252,35.0,14.0,0.4,1.2285714285714286,1775601087,50
16,0,2,22,HM_channel,0.5518210270859869,0.8088325795420637,0.25701155245607676,12.0,2.0,0.16666666666666666,1.25,1775601087,50
16,0,2,22,Strong_delta_HM_channel,0.5518210270859869,0.007341140018115366,,,,,,1775601087,50
16,0,2,22,Strong_delta_HM_naive,0.5518210270859869,-0.005494656783268881,,,,,,1775601087,50
16,0,4,22,H,0.5518210270859869,0.7933468174298314,0.24152579034384447,23.0,7.0,0.30434782608695654,1.0,1775601087,50
16,0,4,22,M,0.5518210270859869,0.7036832113644359,0.151862184278449,47.0,22.0,0.46808510638297873,3.297872340425532,1775601087,50
16,0,4,22,HM_naive,0.5518210270859869,0.8088325795420637,0.25701155245607676,25.0,8.0,0.32,1.24,1775601087,50
16,0,4,22,HM_channel,0.5518210270859869,0.8088325795420637,0.25701155245607676,14.0,4.0,0.2857142857142857,1.6428571428571428,1775601087,50
16,0,4,22,Strong_delta_HM_channel,0.5518210270859869,0.015485762112232293,,,,,,1775601087,50
16,0,4,22,Strong_delta_HM_naive,0.5518210270859869,0.015485762112232293,,,,,,1775601087,50
16,0,8,22,H,0.5518210270859869,0.8041414048347962,0.25232037774880933,18.0,4.0,0.2222222222222222,1.0,1775601087,50
16,0,8,22,M,0.5518210270859869,0.6412354175901717,0.08941439050418476,46.0,26.0,0.5652173913043478,5.804347826086956,1775601087,50
16,0,8,22,HM_naive,0.5518210270859869,0.8014914395239483,0.2496704124379614,19.0,6.0,0.3157894736842105,1.5789473684210527,1775601087,50
16,0,8,22,HM_channel,0.5518210270859869,0.8088325795420637,0.25701155245607676,10.0,2.0,0.2,1.7,1775601087,50
16,0,8,22,Strong_delta_HM_channel,0.5518210270859869,0.0046911747072674315,,,,,,1775601087,50
16,0,8,22,Strong_delta_HM_naive,0.5518210270859869,-0.002649965310847935,,,,,,1775601087,50
16,0,1,23,H,0.49333516396758414,0.729268498057518,0.2359333340899339,34.0,13.0,0.38235294117647056,1.1470588235294117,1272050088,50
16,0,1,23,M,0.49333516396758414,0.7178013917072401,0.22446622773965597,49.0,20.0,0.40816326530612246,1.0,1272050088,50
16,0,1,23,HM_naive,0.49333516396758414,0.7183144001602935,0.22497923619270932,49.0,20.0,0.40816326530612246,1.0204081632653061,1272050088,50
16,0,1,23,HM_channel,0.49333516396758414,0.730086044011143,0.23675088004355882,40.0,15.0,0.375,1.05,1272050088,50
16,0,1,23,Strong_delta_HM_channel,0.49333516396758414,0.0008175459536249319,,,,,,1272050088,50
16,0,1,23,Strong_delta_HM_naive,0.49333516396758414,-0.010954097897224568,,,,,,1272050088,50
16,0,2,23,H,0.49333516396758414,0.7212231388965135,0.22788797492892932,30.0,10.0,0.3333333333333333,1.1,1272050088,50
16,0,2,23,M,0.49333516396758414,0.6611657159931016,0.16783055202551744,49.0,21.0,0.42857142857142855,1.7346938775510203,1272050088,50
16,0,2,23,HM_naive,0.49333516396758414,0.7300389520105599,0.23670378804297576,44.0,17.0,0.38636363636363635,1.3636363636363635,1272050088,50
16,0,2,23,HM_channel,0.49333516396758414,0.7295259435575066,0.2361907795899224,34.0,12.0,0.35294117647058826,1.3823529411764706,1272050088,50
16,0,2,23,Strong_delta_HM_channel,0.49333516396758414,0.00830280466099309,,,,,,1272050088,50
16,0,2,23,Strong_delta_HM_naive,0.49333516396758414,0.008815813114046445,,,,,,1272050088,50
16,0,4,23,H,0.49333516396758414,0.7011742313131648,0.20783906734558066,30.0,13.0,0.43333333333333335,1.0666666666666667,1272050088,50
16,0,4,23,M,0.49333516396758414,0.5881840027633517,0.09484883879576755,49.0,22.0,0.4489795918367347,3.204081632653061,1272050088,50
16,0,4,23,HM_naive,0.49333516396758414,0.7295259435575066,0.2361907795899224,32.0,13.0,0.40625,1.46875,1272050088,50
16,0,4,23,HM_channel,0.49333516396758414,0.7300389520105599,0.23670378804297576,21.0,7.0,0.3333333333333333,1.5238095238095237,1272050088,50
16,0,4,23,Strong_delta_HM_channel,0.49333516396758414,0.028864720697395096,,,,,,1272050088,50
16,0,4,23,Strong_delta_HM_naive,0.49333516396758414,0.028351712244341742,,,,,,1272050088,50
16,0,8,23,H,0.49333516396758414,0.6959904917807863,0.20265532781320217,34.0,14.0,0.4117647058823529,1.088235294117647,1272050088,50
16,0,8,23,M,0.49333516396758414,0.5970413899926623,0.10370622602507817,50.0,28.0,0.56,5.98,1272050088,50
16,0,8,23,HM_naive,0.49333516396758414,0.729221406056935,0.23588624208935083,34.0,15.0,0.4411764705882353,1.5,1272050088,50
16,0,8,23,HM_channel,0.49333516396758414,0.723347805637804,0.23001264167021984,17.0,5.0,0.29411764705882354,1.8823529411764706,1272050088,50
16,0,8,23,Strong_delta_HM_channel,0.49333516396758414,0.027357313857017673,,,,,,1272050088,50
16,0,8,23,Strong_delta_HM_naive,0.49333516396758414,0.03323091427614866,,,,,,1272050088,50
16,0,1,24,H,0.5285344847067304,0.7225125190192525,0.19397803431252214,21.0,7.0,0.3333333333333333,1.0952380952380953,1250611874,50
16,0,1,24,M,0.5285344847067304,0.7053499113702317,0.17681542666350136,50.0,22.0,0.44,1.0,1250611874,50
16,0,1,24,HM_naive,0.5285344847067304,0.7199496234581255,0.19141513875139515,48.0,20.0,0.4166666666666667,1.0,1250611874,50
16,0,1,24,HM_channel,0.5285344847067304,0.7327468592731579,0.2042123745664275,25.0,8.0,0.32,1.0,1250611874,50
16,0,1,24,Strong_delta_HM_channel,0.5285344847067304,0.01023434025390535,,,,,,1250611874,50
16,0,1,24,Strong_delta_HM_naive,0.5285344847067304,-0.0025628955611269877,,,,,,1250611874,50
16,0,2,24,H,0.5285344847067304,0.7327468592731579,0.2042123745664275,22.0,6.0,0.2727272727272727,1.1363636363636365,1250611874,50
16,0,2,24,M,0.5285344847067304,0.6868305847347883,0.15829610002805794,50.0,24.0,0.48,1.66,1250611874,50
16,0,2,24,HM_naive,0.5285344847067304,0.72671840427177,0.19818391956503967,38.0,14.0,0.3684210526315789,1.3421052631578947,1250611874,50
16,0,2,24,HM_channel,0.5285344847067304,0.7327468592731579,0.2042123745664275,24.0,9.0,0.375,1.2083333333333333,1250611874,50
16,0,2,24,Strong_delta_HM_channel,0.5285344847067304,0.0,,,,,,1250611874,50
16,0,2,24,Strong_delta_HM_naive,0.5285344847067304,-0.006028455001387822,,,,,,1250611874,50
16,0,4,24,H,0.5285344847067304,0.7327468592731579,0.2042123745664275,23.0,7.0,0.30434782608695654,1.0,1250611874,50
16,0,4,24,M,0.5285344847067304,0.7327468592731579,0.2042123745664275,50.0,25.0,0.5,2.94,1250611874,50
16,0,4,24,HM_naive,0.5285344847067304,0.7303655743045894,0.201831089597859,29.0,10.0,0.3448275862068966,1.7586206896551724,1250611874,50
16,0,4,24,HM_channel,0.5285344847067304,0.7270623529312057,0.19852786822447532,24.0,8.0,0.3333333333333333,1.7083333333333333,1250611874,50
16,0,4,24,Strong_delta_HM_channel,0.5285344847067304,-0.005684506341952167,,,,,,1250611874,50
16,0,4,24,Strong_delta_HM_naive,0.5285344847067304,-0.0023812849685684867,,,,,,1250611874,50
16,0,8,24,H,0.5285344847067304,0.7232528448315092,0.19471836012477883,28.0,10.0,0.35714285714285715,1.0,1250611874,50
16,0,8,24,M,0.5285344847067304,0.6148731105790599,0.08633862587232954,49.0,27.0,0.5510204081632653,6.081632653061225,1250611874,50
16,0,8,24,HM_naive,0.5285344847067304,0.7188653489864331,0.1903308642797027,26.0,10.0,0.38461538461538464,1.6538461538461537,1250611874,50
16,0,8,24,HM_channel,0.5285344847067304,0.7338311337448502,0.20529664903811984,17.0,5.0,0.29411764705882354,1.6470588235294117,1250611874,50
16,0,8,24,Strong_delta_HM_channel,0.5285344847067304,0.010578288913341005,,,,,,1250611874,50
16,0,8,24,Strong_delta_HM_naive,0.5285344847067304,-0.004387495845076139,,,,,,1250611874,50
16,0,1,25,H,0.6796759192849016,0.7441685050926607,0.06449258580775918,33.0,15.0,0.45454545454545453,1.0606060606060606,302438740,50
16,0,1,25,M,0.6796759192849016,0.703410715801092,0.02373479651619048,49.0,25.0,0.5102040816326531,1.0,302438740,50
16,0,1,25,HM_naive,0.6796759192849016,0.7524885688699964,0.07281264958509481,43.0,19.0,0.4418604651162791,1.0,302438740,50
16,0,1,25,HM_channel,0.6796759192849016,0.7509780627157567,0.07130214343085517,38.0,17.0,0.4473684210526316,1.0,302438740,50
16,0,1,25,Strong_delta_HM_channel,0.6796759192849016,0.006809557623095985,,,,,,302438740,50
16,0,1,25,Strong_delta_HM_naive,0.6796759192849016,0.008320063777335629,,,,,,302438740,50
16,0,2,25,H,0.6796759192849016,0.7291085899682379,0.049432670683336344,21.0,9.0,0.42857142857142855,1.0476190476190477,302438740,50
16,0,2,25,M,0.6796759192849016,0.6819414925663091,0.002265573281407529,50.0,24.0,0.48,1.72,302438740,50
16,0,2,25,HM_naive,0.6796759192849016,0.7505493830428825,0.07087346375798098,42.0,20.0,0.47619047619047616,1.2142857142857142,302438740,50
16,0,2,25,HM_channel,0.6796759192849016,0.7352101053080371,0.055534186023135534,29.0,12.0,0.41379310344827586,1.206896551724138,302438740,50
16,0,2,25,Strong_delta_HM_channel,0.6796759192849016,0.006101515339799191,,,,,,302438740,50
16,0,2,25,Strong_delta_HM_naive,0.6796759192849016,0.021440793074644637,,,,,,302438740,50
16,0,4,25,H,0.6796759192849016,0.7509780627157567,0.07130214343085517,30.0,12.0,0.4,1.0666666666666667,302438740,50
16,0,4,25,M,0.6796759192849016,0.7173280929995426,0.037652173714641024,49.0,26.0,0.5306122448979592,3.122448979591837,302438740,50
16,0,4,25,HM_naive,0.6796759192849016,0.7524885688699964,0.07281264958509481,35.0,15.0,0.42857142857142855,1.1142857142857143,302438740,50
16,0,4,25,HM_channel,0.6796759192849016,0.7463438444630961,0.06666792517819453,27.0,11.0,0.4074074074074074,1.1851851851851851,302438740,50
16,0,4,25,Strong_delta_HM_channel,0.6796759192849016,-0.004634218252660638,,,,,,302438740,50
16,0,4,25,Strong_delta_HM_naive,0.6796759192849016,0.0015105061542396436,,,,,,302438740,50
16,0,8,25,H,0.6796759192849016,0.7352533143751382,0.055577395090236625,29.0,13.0,0.4482758620689655,1.0689655172413792,302438740,50
16,0,8,25,M,0.6796759192849016,0.6992225192418166,0.01954659995691499,48.0,24.0,0.5,6.1875,302438740,50
16,0,8,25,HM_naive,0.6796759192849016,0.7332993177468212,0.05362339846191966,26.0,10.0,0.38461538461538464,1.1538461538461537,302438740,50
16,0,8,25,HM_channel,0.6796759192849016,0.7450406752396123,0.0653647559547107,18.0,8.0,0.4444444444444444,1.1111111111111112,302438740,50
16,0,8,25,Strong_delta_HM_channel,0.6796759192849016,0.00978736086447407,,,,,,302438740,50
16,0,8,25,Strong_delta_HM_naive,0.6796759192849016,-0.0019539966283169674,,,,,,302438740,50
16,0,1,26,H,0.3967309419713928,0.6360399407774436,0.23930899880605083,28.0,11.0,0.39285714285714285,1.0714285714285714,299248197,50
16,0,1,26,M,0.3967309419713928,0.6525274730999692,0.25579653112857637,50.0,21.0,0.42,1.0,299248197,50
16,0,1,26,HM_naive,0.3967309419713928,0.6638258382269995,0.2670948962556067,46.0,18.0,0.391304347826087,1.0,299248197,50
16,0,1,26,HM_channel,0.3967309419713928,0.6552200391607131,0.25848909718932034,30.0,12.0,0.4,1.1,299248197,50
16,0,1,26,Strong_delta_HM_channel,0.3967309419713928,0.0026925660607439728,,,,,,299248197,50
16,0,1,26,Strong_delta_HM_naive,0.3967309419713928,0.011298365127030308,,,,,,299248197,50
16,0,2,26,H,0.3967309419713928,0.6569929886942798,0.260262046722887,31.0,11.0,0.3548387096774194,1.032258064516129,299248197,50
16,0,2,26,M,0.3967309419713928,0.6051521325463747,0.20842119057498187,50.0,21.0,0.42,1.72,299248197,50
