N,K,D,rep,condition,step,fitness,landscape_seed
16,0,8,3,HM_naive,27,0.5213384291452354,233343918
16,0,8,3,HM_naive,28,0.5214698876762219,233343918
16,0,8,3,HM_naive,29,0.5163754981693942,233343918
16,0,8,3,HM_naive,30,0.5163754981693942,233343918
16,0,8,3,HM_naive,31,0.5207827727910439,233343918
16,0,8,3,HM_naive,32,0.5207827727910439,233343918
16,0,8,3,HM_naive,33,0.510054909786933,233343918
16,0,8,3,HM_naive,34,0.5099234512559464,233343918
16,0,8,3,HM_naive,35,0.5206513142600574,233343918
16,0,8,3,HM_naive,36,0.5162440396384077,233343918
16,0,8,3,HM_naive,37,0.5162440396384077,233343918
16,0,8,3,HM_naive,38,0.507003697946212,233343918
16,0,8,3,HM_naive,39,0.5114109725678617,233343918
16,0,8,3,HM_naive,40,0.5042598509983882,233343918
16,0,8,3,HM_naive,41,0.4897694150937465,233343918
16,0,8,3,HM_naive,42,0.489900873624733,233343918
16,0,8,3,HM_naive,43,0.4949952631315607,233343918
16,0,8,3,HM_naive,44,0.4949952631315607,233343918
16,0,8,3,HM_naive,45,0.5094856990362024,233343918
16,0,8,3,HM_naive,46,0.5257457037668851,233343918
16,0,8,3,HM_naive,47,0.5257457037668851,233343918
16,0,8,3,HM_naive,48,0.5257457037668851,233343918
16,0,8,3,HM_naive,49,0.5258771622978716,233343918
16,0,8,3,HM_naive,50,0.5258771622978716,233343918
16,0,8,3,HM_channel,0,0.44802491632212255,233343918
16,0,8,3,HM_channel,1,0.48302246788961045,233343918
16,0,8,3,HM_channel,2,0.48742974251126014,233343918
16,0,8,3,HM_channel,3,0.5019201784159019,233343918
16,0,8,3,HM_channel,4,0.5135001926905839,233343918
16,0,8,3,HM_channel,5,0.5135001926905839,233343918
16,0,8,3,HM_channel,6,0.5135001926905839,233343918
16,0,8,3,HM_channel,7,0.5135001926905839,233343918
16,0,8,3,HM_channel,8,0.5090929180689342,233343918
16,0,8,3,HM_channel,9,0.5090929180689342,233343918
16,0,8,3,HM_channel,10,0.5090929180689342,233343918
16,0,8,3,HM_channel,11,0.5090929180689342,233343918
16,0,8,3,HM_channel,12,0.5031346448364914,233343918
16,0,8,3,HM_channel,13,0.5031346448364914,233343918
16,0,8,3,HM_channel,14,0.5031346448364914,233343918
16,0,8,3,HM_channel,15,0.5102857664059648,233343918
16,0,8,3,HM_channel,16,0.5102857664059648,233343918
16,0,8,3,HM_channel,17,0.5122295459840263,233343918
16,0,8,3,HM_channel,18,0.5214698876762219,233343918
16,0,8,3,HM_channel,19,0.5214698876762219,233343918
16,0,8,3,HM_channel,20,0.5258771622978716,233343918
16,0,8,3,HM_channel,21,0.5258771622978716,233343918
16,0,8,3,HM_channel,22,0.5258771622978716,233343918
16,0,8,3,HM_channel,23,0.5258771622978716,233343918
16,0,8,3,HM_channel,24,0.5258771622978716,233343918
16,0,8,3,HM_channel,25,0.5258771622978716,233343918
16,0,8,3,HM_channel,26,0.5258771622978716,233343918
16,0,8,3,HM_channel,27,0.5258771622978716,233343918
16,0,8,3,HM_channel,28,0.5257457037668851,233343918
16,0,8,3,HM_channel,29,0.5257457037668851,233343918
16,0,8,3,HM_channel,30,0.5257457037668851,233343918
16,0,8,3,HM_channel,31,0.5257457037668851,233343918
16,0,8,3,HM_channel,32,0.5257457037668851,233343918
16,0,8,3,HM_channel,33,0.5257457037668851,233343918
16,0,8,3,HM_channel,34,0.5258771622978716,233343918
16,0,8,3,HM_channel,35,0.5257457037668851,233343918
16,0,8,3,HM_channel,36,0.5257457037668851,233343918
16,0,8,3,HM_channel,37,0.5127635444515495,233343918
16,0,8,3,HM_channel,38,0.5127635444515495,233343918
16,0,8,3,HM_channel,39,0.5127635444515495,233343918
16,0,8,3,HM_channel,40,0.5127635444515495,233343918
16,0,8,3,HM_channel,41,0.5056124228820761,233343918
16,0,8,3,HM_channel,42,0.5151492992937607,233343918
16,0,8,3,HM_channel,43,0.5151492992937607,233343918
16,0,8,3,HM_channel,44,0.5151492992937607,233343918
16,0,8,3,HM_channel,45,0.5004831852770869,233343918
16,0,8,3,HM_channel,46,0.5004831852770869,233343918
16,0,8,3,HM_channel,47,0.5151492992937607,233343918
16,0,8,3,HM_channel,48,0.5079981777242872,233343918
16,0,8,3,HM_channel,49,0.5078667191933006,233343918
16,0,8,3,HM_channel,50,0.5078667191933006,233343918
16,0,1,4,H,0,0.40031306919647197,452230556
16,0,1,4,H,1,0.44269303976491464,452230556
16,0,1,4,H,2,0.48678598602367323,452230556
16,0,1,4,H,3,0.5290347897881255,452230556
16,0,1,4,H,4,0.5290347897881255,452230556
16,0,1,4,H,5,0.5290347897881255,452230556
16,0,1,4,H,6,0.5459768609169507,452230556
16,0,1,4,H,7,0.575493563425333,452230556
16,0,1,4,H,8,0.6118197823219415,452230556
16,0,1,4,H,9,0.6118197823219415,452230556
16,0,1,4,H,10,0.6410417954912291,452230556
16,0,1,4,H,11,0.6410417954912291,452230556
16,0,1,4,H,12,0.651602241429907,452230556
16,0,1,4,H,13,0.651602241429907,452230556
16,0,1,4,H,14,0.651602241429907,452230556
16,0,1,4,H,15,0.651602241429907,452230556
16,0,1,4,H,16,0.6592318214791439,452230556
16,0,1,4,H,17,0.6592318214791439,452230556
16,0,1,4,H,18,0.6592318214791439,452230556
16,0,1,4,H,19,0.6592318214791439,452230556
16,0,1,4,H,20,0.6592318214791439,452230556
16,0,1,4,H,21,0.6592318214791439,452230556
16,0,1,4,H,22,0.6476240155260019,452230556
16,0,1,4,H,23,0.6607113042116654,452230556
16,0,1,4,H,24,0.6607113042116654,452230556
16,0,1,4,H,25,0.6607113042116654,452230556
16,0,1,4,H,26,0.6607113042116654,452230556
16,0,1,4,H,27,0.6607113042116654,452230556
16,0,1,4,H,28,0.6607113042116654,452230556
16,0,1,4,H,29,0.6607113042116654,452230556
16,0,1,4,H,30,0.6607113042116654,452230556
16,0,1,4,H,31,0.6607113042116654,452230556
16,0,1,4,H,32,0.6607113042116654,452230556
16,0,1,4,H,33,0.6530817241624283,452230556
16,0,1,4,H,34,0.6530817241624283,452230556
16,0,1,4,H,35,0.6530817241624283,452230556
16,0,1,4,H,36,0.6425212782237505,452230556
16,0,1,4,H,37,0.6425212782237505,452230556
16,0,1,4,H,38,0.6410417954912291,452230556
16,0,1,4,H,39,0.6486713755404662,452230556
16,0,1,4,H,40,0.6486713755404662,452230556
16,0,1,4,H,41,0.6416549571836546,452230556
16,0,1,4,H,42,0.6416549571836546,452230556
16,0,1,4,H,43,0.6486713755404662,452230556
16,0,1,4,H,44,0.6486713755404662,452230556
16,0,1,4,H,45,0.6317293044116409,452230556
16,0,1,4,H,46,0.6317293044116409,452230556
16,0,1,4,H,47,0.6317293044116409,452230556
16,0,1,4,H,48,0.6422897503503187,452230556
16,0,1,4,H,49,0.6422897503503187,452230556
16,0,1,4,H,50,0.6422897503503187,452230556
16,0,1,4,M,0,0.40031306919647197,452230556
16,0,1,4,M,1,0.3932966508396603,452230556
16,0,1,4,M,2,0.42281335334804265,452230556
16,0,1,4,M,3,0.4651933239164853,452230556
16,0,1,4,M,4,0.509286270175244,452230556
16,0,1,4,M,5,0.5568693391153794,452230556
16,0,1,4,M,6,0.5684771450685214,452230556
16,0,1,4,M,7,0.575493563425333,452230556
16,0,1,4,M,8,0.6118197823219415,452230556
16,0,1,4,M,9,0.6194493623711784,452230556
16,0,1,4,M,10,0.6209288451036998,452230556
16,0,1,4,M,11,0.6194493623711784,452230556
16,0,1,4,M,12,0.6022684846030069,452230556
16,0,1,4,M,13,0.6314904977722945,452230556
16,0,1,4,M,14,0.5911654610775454,452230556
16,0,1,4,M,15,0.5926449438100668,452230556
16,0,1,4,M,16,0.6032053897487446,452230556
16,0,1,4,M,17,0.6203862675169163,452230556
16,0,1,4,M,18,0.6607113042116654,452230556
16,0,1,4,M,19,0.6437692330828401,452230556
16,0,1,4,M,20,0.6422897503503187,452230556
16,0,1,4,M,21,0.6346601703010817,452230556
16,0,1,4,M,22,0.6230523643479395,452230556
16,0,1,4,M,23,0.6124919184092618,452230556
16,0,1,4,M,24,0.6230523643479395,452230556
16,0,1,4,M,25,0.616035945991128,452230556
16,0,1,4,M,26,0.6054755000524502,452230556
16,0,1,4,M,27,0.6069549827849716,452230556
16,0,1,4,M,28,0.6139714011417832,452230556
16,0,1,4,M,29,0.6124919184092618,452230556
16,0,1,4,M,30,0.629433989538087,452230556
16,0,1,4,M,31,0.6370635695873241,452230556
16,0,1,4,M,32,0.6476240155260019,452230556
16,0,1,4,M,33,0.6406075971691904,452230556
16,0,1,4,M,34,0.6002825604744413,452230556
16,0,1,4,M,35,0.6118903664275833,452230556
16,0,1,4,M,36,0.6189067847843949,452230556
16,0,1,4,M,37,0.6072989788312528,452230556
16,0,1,4,M,38,0.5996693987820158,452230556
16,0,1,4,M,39,0.6072989788312528,452230556
16,0,1,4,M,40,0.6002825604744413,452230556
16,0,1,4,M,41,0.583340489345616,452230556
16,0,1,4,M,42,0.5628701224077644,452230556
16,0,1,4,M,43,0.583340489345616,452230556
16,0,1,4,M,44,0.5848199720781373,452230556
16,0,1,4,M,45,0.6017620432069626,452230556
16,0,1,4,M,46,0.5812916762691109,452230556
16,0,1,4,M,47,0.5928994822222531,452230556
16,0,1,4,M,48,0.5812916762691109,452230556
16,0,1,4,M,49,0.5641107985009394,452230556
16,0,1,4,M,50,0.6044358351956884,452230556
16,0,1,4,HM_naive,0,0.40031306919647197,452230556
16,0,1,4,HM_naive,1,0.4366392880930805,452230556
16,0,1,4,HM_naive,2,0.4842223570332158,452230556
16,0,1,4,HM_naive,3,0.5266023276016585,452230556
16,0,1,4,HM_naive,4,0.5706952738604172,452230556
16,0,1,4,HM_naive,5,0.5999172870297048,452230556
16,0,1,4,HM_naive,6,0.6115250929828469,452230556
16,0,1,4,HM_naive,7,0.6115250929828469,452230556
16,0,1,4,HM_naive,8,0.6130045757153681,452230556
16,0,1,4,HM_naive,9,0.6425212782237505,452230556
16,0,1,4,HM_naive,10,0.6410417954912291,452230556
16,0,1,4,HM_naive,11,0.6486713755404662,452230556
16,0,1,4,HM_naive,12,0.6592318214791439,452230556
16,0,1,4,HM_naive,13,0.6607113042116654,452230556
16,0,1,4,HM_naive,14,0.6607113042116654,452230556
16,0,1,4,HM_naive,15,0.6592318214791439,452230556
16,0,1,4,HM_naive,16,0.6592318214791439,452230556
16,0,1,4,HM_naive,17,0.6592318214791439,452230556
16,0,1,4,HM_naive,18,0.6607113042116654,452230556
16,0,1,4,HM_naive,19,0.6592318214791439,452230556
16,0,1,4,HM_naive,20,0.6476240155260019,452230556
16,0,1,4,HM_naive,21,0.6592318214791439,452230556
16,0,1,4,HM_naive,22,0.6592318214791439,452230556
16,0,1,4,HM_naive,23,0.6607113042116654,452230556
16,0,1,4,HM_naive,24,0.6530817241624283,452230556
16,0,1,4,HM_naive,25,0.651602241429907,452230556
16,0,1,4,HM_naive,26,0.6592318214791439,452230556
16,0,1,4,HM_naive,27,0.6476240155260019,452230556
16,0,1,4,HM_naive,28,0.6592318214791439,452230556
16,0,1,4,HM_naive,29,0.6522154031223324,452230556
16,0,1,4,HM_naive,30,0.6592318214791439,452230556
16,0,1,4,HM_naive,31,0.6522154031223324,452230556
16,0,1,4,HM_naive,32,0.6445858230730954,452230556
16,0,1,4,HM_naive,33,0.6340253771344175,452230556
16,0,1,4,HM_naive,34,0.6410417954912291,452230556
16,0,1,4,HM_naive,35,0.6486713755404662,452230556
16,0,1,4,HM_naive,36,0.6592318214791439,452230556
16,0,1,4,HM_naive,37,0.6422897503503187,452230556
16,0,1,4,HM_naive,38,0.6592318214791439,452230556
16,0,1,4,HM_naive,39,0.6522154031223324,452230556
16,0,1,4,HM_naive,40,0.6522154031223324,452230556
16,0,1,4,HM_naive,41,0.6592318214791439,452230556
16,0,1,4,HM_naive,42,0.651602241429907,452230556
16,0,1,4,HM_naive,43,0.6592318214791439,452230556
16,0,1,4,HM_naive,44,0.6607113042116654,452230556
16,0,1,4,HM_naive,45,0.6530817241624283,452230556
16,0,1,4,HM_naive,46,0.651602241429907,452230556
16,0,1,4,HM_naive,47,0.6592318214791439,452230556
16,0,1,4,HM_naive,48,0.6476240155260019,452230556
16,0,1,4,HM_naive,49,0.6592318214791439,452230556
16,0,1,4,HM_naive,50,0.6592318214791439,452230556
16,0,1,4,HM_channel,0,0.40031306919647197,452230556
16,0,1,4,HM_channel,1,0.44269303976491464,452230556
16,0,1,4,HM_channel,2,0.49027610870504995,452230556
16,0,1,4,HM_channel,3,0.5266023276016585,452230556
16,0,1,4,HM_channel,4,0.581255719799095,452230556
16,0,1,4,HM_channel,5,0.6104777329683826,452230556
16,0,1,4,HM_channel,6,0.6399944354767648,452230556
16,0,1,4,HM_channel,7,0.6399944354767648,452230556
16,0,1,4,HM_channel,8,0.6414739182092862,452230556
16,0,1,4,HM_channel,9,0.6530817241624283,452230556
16,0,1,4,HM_channel,10,0.651602241429907,452230556
16,0,1,4,HM_channel,11,0.6530817241624283,452230556
16,0,1,4,HM_channel,12,0.6607113042116654,452230556
16,0,1,4,HM_channel,13,0.6607113042116654,452230556
16,0,1,4,HM_channel,14,0.6435304264434937,452230556
16,0,1,4,HM_channel,15,0.6607113042116654,452230556
16,0,1,4,HM_channel,16,0.6607113042116654,452230556
16,0,1,4,HM_channel,17,0.6530817241624283,452230556
16,0,1,4,HM_channel,18,0.651602241429907,452230556
16,0,1,4,HM_channel,19,0.651602241429907,452230556
16,0,1,4,HM_channel,20,0.651602241429907,452230556
16,0,1,4,HM_channel,21,0.6530817241624283,452230556
16,0,1,4,HM_channel,22,0.651602241429907,452230556
16,0,1,4,HM_channel,23,0.651602241429907,452230556
16,0,1,4,HM_channel,24,0.651602241429907,452230556
16,0,1,4,HM_channel,25,0.651602241429907,452230556
16,0,1,4,HM_channel,26,0.6592318214791439,452230556
16,0,1,4,HM_channel,27,0.6592318214791439,452230556
16,0,1,4,HM_channel,28,0.6592318214791439,452230556
16,0,1,4,HM_channel,29,0.6592318214791439,452230556
16,0,1,4,HM_channel,30,0.6607113042116654,452230556
16,0,1,4,HM_channel,31,0.6607113042116654,452230556
16,0,1,4,HM_channel,32,0.6607113042116654,452230556
16,0,1,4,HM_channel,33,0.6607113042116654,452230556
16,0,1,4,HM_channel,34,0.6592318214791439,452230556
16,0,1,4,HM_channel,35,0.6592318214791439,452230556
16,0,1,4,HM_channel,36,0.6420509437109724,452230556
16,0,1,4,HM_channel,37,0.6592318214791439,452230556
16,0,1,4,HM_channel,38,0.6607113042116654,452230556
16,0,1,4,HM_channel,39,0.6607113042116654,452230556
16,0,1,4,HM_channel,40,0.6592318214791439,452230556
16,0,1,4,HM_channel,41,0.6592318214791439,452230556
16,0,1,4,HM_channel,42,0.6607113042116654,452230556
16,0,1,4,HM_channel,43,0.6607113042116654,452230556
16,0,1,4,HM_channel,44,0.6607113042116654,452230556
16,0,1,4,HM_channel,45,0.6592318214791439,452230556
16,0,1,4,HM_channel,46,0.6592318214791439,452230556
16,0,1,4,HM_channel,47,0.6592318214791439,452230556
16,0,1,4,HM_channel,48,0.6592318214791439,452230556
16,0,1,4,HM_channel,49,0.6476240155260019,452230556
16,0,1,4,HM_channel,50,0.6399944354767648,452230556
16,0,4,4,H,0,0.40031306919647197,452230556
16,0,4,4,H,1,0.4842223570332158,452230556
16,0,4,4,H,2,0.49583016298635785,452230556
16,0,4,4,H,3,0.5250521761556456,452230556
16,0,4,4,H,4,0.5285962037375118,452230556
16,0,4,4,H,5,0.5356126220943234,452230556
16,0,4,4,H,6,0.5794720753952874,452230556
16,0,4,4,H,7,0.5794720753952874,452230556
16,0,4,4,H,8,0.6089887779036697,452230556
16,0,4,4,H,9,0.6166183579529068,452230556
16,0,4,4,H,10,0.6166183579529068,452230556
16,0,4,4,H,11,0.6166183579529068,452230556
16,0,4,4,H,12,0.6166183579529068,452230556
16,0,4,4,H,13,0.6050105519997646,452230556
16,0,4,4,H,14,0.6050105519997646,452230556
16,0,4,4,H,15,0.5944501060610868,452230556
16,0,4,4,H,16,0.6060579120142289,452230556
16,0,4,4,H,17,0.6501508582729875,452230556
16,0,4,4,H,18,0.6501508582729875,452230556
16,0,4,4,H,19,0.6501508582729875,452230556
16,0,4,4,H,20,0.6431344399161759,452230556
16,0,4,4,H,21,0.6431344399161759,452230556
16,0,4,4,H,22,0.6431344399161759,452230556
16,0,4,4,H,23,0.6536948858548538,452230556
16,0,4,4,H,24,0.6536948858548538,452230556
16,0,4,4,H,25,0.6536948858548538,452230556
16,0,4,4,H,26,0.6536948858548538,452230556
16,0,4,4,H,27,0.6522154031223324,452230556
16,0,4,4,H,28,0.6592318214791439,452230556
16,0,4,4,H,29,0.6592318214791439,452230556
16,0,4,4,H,30,0.6592318214791439,452230556
16,0,4,4,H,31,0.6607113042116654,452230556
16,0,4,4,H,32,0.6607113042116654,452230556
16,0,4,4,H,33,0.6607113042116654,452230556
16,0,4,4,H,34,0.6607113042116654,452230556
16,0,4,4,H,35,0.6607113042116654,452230556
16,0,4,4,H,36,0.6607113042116654,452230556
16,0,4,4,H,37,0.6607113042116654,452230556
16,0,4,4,H,38,0.6607113042116654,452230556
16,0,4,4,H,39,0.6501508582729875,452230556
16,0,4,4,H,40,0.6431344399161759,452230556
16,0,4,4,H,41,0.6431344399161759,452230556
16,0,4,4,H,42,0.6431344399161759,452230556
16,0,4,4,H,43,0.6431344399161759,452230556
16,0,4,4,H,44,0.6501508582729875,452230556
16,0,4,4,H,45,0.6501508582729875,452230556
16,0,4,4,H,46,0.6501508582729875,452230556
16,0,4,4,H,47,0.6607113042116654,452230556
16,0,4,4,H,48,0.6607113042116654,452230556
16,0,4,4,H,49,0.6501508582729875,452230556
16,0,4,4,H,50,0.6501508582729875,452230556
16,0,4,4,M,0,0.40031306919647197,452230556
16,0,4,4,M,1,0.5014317554425847,452230556
16,0,4,4,M,2,0.5046091231290744,452230556
16,0,4,4,M,3,0.5631186846538503,452230556
16,0,4,4,M,4,0.49788892494128495,452230556
16,0,4,4,M,5,0.48854636920173194,452230556
16,0,4,4,M,6,0.5632803132718007,452230556
16,0,4,4,M,7,0.5415080479072986,452230556
16,0,4,4,M,8,0.5586889256754701,452230556
16,0,4,4,M,9,0.5223434959134796,452230556
16,0,4,4,M,10,0.5921646432223753,452230556
16,0,4,4,M,11,0.6051088401570736,452230556
16,0,4,4,M,12,0.5756927148135511,452230556
16,0,4,4,M,13,0.5719657856264195,452230556
16,0,4,4,M,14,0.5452425156285156,452230556
16,0,4,4,M,15,0.5397125639180838,452230556
16,0,4,4,M,16,0.5777415278900562,452230556
16,0,4,4,M,17,0.6139714011417832,452230556
16,0,4,4,M,18,0.5678869825576547,452230556
16,0,4,4,M,19,0.5645974933879747,452230556
16,0,4,4,M,20,0.51758144075809,452230556
16,0,4,4,M,21,0.5072782561964632,452230556
16,0,4,4,M,22,0.5031734928637102,452230556
16,0,4,4,M,23,0.5682006081111232,452230556
16,0,4,4,M,24,0.5688137698035486,452230556
16,0,4,4,M,25,0.5644464028328211,452230556
16,0,4,4,M,26,0.5380301049353865,452230556
16,0,4,4,M,27,0.5342459912057163,452230556
16,0,4,4,M,28,0.49392095451096707,452230556
16,0,4,4,M,29,0.47816702117624793,452230556
16,0,4,4,M,30,0.5448437800650503,452230556
16,0,4,4,M,31,0.5139795705758073,452230556
16,0,4,4,M,32,0.5761828181696709,452230556
16,0,4,4,M,33,0.5949382092836151,452230556
16,0,4,4,M,34,0.6255949388677651,452230556
16,0,4,4,M,35,0.5744633220678863,452230556
16,0,4,4,M,36,0.576766144189269,452230556
16,0,4,4,M,37,0.5875708350171884,452230556
16,0,4,4,M,38,0.5877892372386353,452230556
16,0,4,4,M,39,0.5593515094269368,452230556
16,0,4,4,M,40,0.5813013590973098,452230556
16,0,4,4,M,41,0.5981312809558662,452230556
16,0,4,4,M,42,0.6607113042116654,452230556
16,0,4,4,M,43,0.6607113042116654,452230556
16,0,4,4,M,44,0.6128289305416846,452230556
16,0,4,4,M,45,0.5955964015937432,452230556
16,0,4,4,M,46,0.5467754638096611,452230556
16,0,4,4,M,47,0.5499542179467909,452230556
16,0,4,4,M,48,0.5757187841748047,452230556
16,0,4,4,M,49,0.6104777329683826,452230556
16,0,4,4,M,50,0.5450160065845794,452230556
16,0,4,4,HM_naive,0,0.40031306919647197,452230556
16,0,4,4,HM_naive,1,0.45700520091836566,452230556
16,0,4,4,HM_naive,2,0.5109929774399505,452230556
16,0,4,4,HM_naive,3,0.5765412095058466,452230556
16,0,4,4,HM_naive,4,0.6206341557646052,452230556
16,0,4,4,HM_naive,5,0.6296804913351358,452230556
16,0,4,4,HM_naive,6,0.6329699805048159,452230556
16,0,4,4,HM_naive,7,0.6435304264434937,452230556
16,0,4,4,HM_naive,8,0.6420509437109724,452230556
16,0,4,4,HM_naive,9,0.6435304264434937,452230556
16,0,4,4,HM_naive,10,0.6370635695873241,452230556
16,0,4,4,HM_naive,11,0.6385430523198454,452230556
16,0,4,4,HM_naive,12,0.6315266339630339,452230556
16,0,4,4,HM_naive,13,0.6370635695873241,452230556
16,0,4,4,HM_naive,14,0.6399944354767648,452230556
16,0,4,4,HM_naive,15,0.6476240155260019,452230556
16,0,4,4,HM_naive,16,0.6476240155260019,452230556
16,0,4,4,HM_naive,17,0.6476240155260019,452230556
16,0,4,4,HM_naive,18,0.6422897503503187,452230556
16,0,4,4,HM_naive,19,0.6422897503503187,452230556
16,0,4,4,HM_naive,20,0.6437692330828401,452230556
16,0,4,4,HM_naive,21,0.6422897503503187,452230556
16,0,4,4,HM_naive,22,0.6387614545412923,452230556
16,0,4,4,HM_naive,23,0.6387614545412923,452230556
16,0,4,4,HM_naive,24,0.6387614545412923,452230556
16,0,4,4,HM_naive,25,0.6402409372738137,452230556
16,0,4,4,HM_naive,26,0.6402409372738137,452230556
16,0,4,4,HM_naive,27,0.6402409372738137,452230556
16,0,4,4,HM_naive,28,0.6607113042116654,452230556
16,0,4,4,HM_naive,29,0.6607113042116654,452230556
16,0,4,4,HM_naive,30,0.6607113042116654,452230556
16,0,4,4,HM_naive,31,0.6592318214791439,452230556
16,0,4,4,HM_naive,32,0.6592318214791439,452230556
16,0,4,4,HM_naive,33,0.6592318214791439,452230556
16,0,4,4,HM_naive,34,0.6592318214791439,452230556
16,0,4,4,HM_naive,35,0.6592318214791439,452230556
16,0,4,4,HM_naive,36,0.6592318214791439,452230556
16,0,4,4,HM_naive,37,0.6607113042116654,452230556
16,0,4,4,HM_naive,38,0.6607113042116654,452230556
16,0,4,4,HM_naive,39,0.6592318214791439,452230556
16,0,4,4,HM_naive,40,0.6592318214791439,452230556
16,0,4,4,HM_naive,41,0.6592318214791439,452230556
16,0,4,4,HM_naive,42,0.6592318214791439,452230556
16,0,4,4,HM_naive,43,0.6592318214791439,452230556
16,0,4,4,HM_naive,44,0.6486713755404662,452230556
16,0,4,4,HM_naive,45,0.6592318214791439,452230556
16,0,4,4,HM_naive,46,0.6607113042116654,452230556
16,0,4,4,HM_naive,47,0.6607113042116654,452230556
16,0,4,4,HM_naive,48,0.6607113042116654,452230556
16,0,4,4,HM_naive,49,0.6491034982585232,452230556
16,0,4,4,HM_naive,50,0.6491034982585232,452230556
16,0,4,4,HM_channel,0,0.40031306919647197,452230556
16,0,4,4,HM_channel,1,0.5069858097238925,452230556
16,0,4,4,HM_channel,2,0.5429610727108858,452230556
16,0,4,4,HM_channel,3,0.5526455866338164,452230556
16,0,4,4,HM_channel,4,0.5929706233285654,452230556
16,0,4,4,HM_channel,5,0.6296804913351358,452230556
16,0,4,4,HM_channel,6,0.6296804913351358,452230556
16,0,4,4,HM_channel,7,0.6296804913351358,452230556
16,0,4,4,HM_channel,8,0.6431344399161759,452230556
16,0,4,4,HM_channel,9,0.6431344399161759,452230556
16,0,4,4,HM_channel,10,0.6431344399161759,452230556
16,0,4,4,HM_channel,11,0.6431344399161759,452230556
16,0,4,4,HM_channel,12,0.6431344399161759,452230556
16,0,4,4,HM_channel,13,0.6536948858548538,452230556
16,0,4,4,HM_channel,14,0.6536948858548538,452230556
16,0,4,4,HM_channel,15,0.6536948858548538,452230556
16,0,4,4,HM_channel,16,0.6536948858548538,452230556
16,0,4,4,HM_channel,17,0.6536948858548538,452230556
16,0,4,4,HM_channel,18,0.6460653058056167,452230556
16,0,4,4,HM_channel,19,0.6536948858548538,452230556
16,0,4,4,HM_channel,20,0.6536948858548538,452230556
16,0,4,4,HM_channel,21,0.6536948858548538,452230556
16,0,4,4,HM_channel,22,0.6536948858548538,452230556
16,0,4,4,HM_channel,23,0.6536948858548538,452230556
16,0,4,4,HM_channel,24,0.6607113042116654,452230556
16,0,4,4,HM_channel,25,0.6607113042116654,452230556
16,0,4,4,HM_channel,26,0.6607113042116654,452230556
16,0,4,4,HM_channel,27,0.6607113042116654,452230556
16,0,4,4,HM_channel,28,0.6607113042116654,452230556
16,0,4,4,HM_channel,29,0.6607113042116654,452230556
16,0,4,4,HM_channel,30,0.6607113042116654,452230556
16,0,4,4,HM_channel,31,0.6607113042116654,452230556
16,0,4,4,HM_channel,32,0.6607113042116654,452230556
16,0,4,4,HM_channel,33,0.6607113042116654,452230556
16,0,4,4,HM_channel,34,0.6607113042116654,452230556
16,0,4,4,HM_channel,35,0.6607113042116654,452230556
16,0,4,4,HM_channel,36,0.6607113042116654,452230556
16,0,4,4,HM_channel,37,0.6607113042116654,452230556
16,0,4,4,HM_channel,38,0.6592318214791439,452230556
16,0,4,4,HM_channel,39,0.6592318214791439,452230556
16,0,4,4,HM_channel,40,0.6592318214791439,452230556
16,0,4,4,HM_channel,41,0.6592318214791439,452230556
16,0,4,4,HM_channel,42,0.6592318214791439,452230556
16,0,4,4,HM_channel,43,0.6592318214791439,452230556
16,0,4,4,HM_channel,44,0.6607113042116654,452230556
16,0,4,4,HM_channel,45,0.6607113042116654,452230556
16,0,4,4,HM_channel,46,0.6607113042116654,452230556
16,0,4,4,HM_channel,47,0.6607113042116654,452230556
16,0,4,4,HM_channel,48,0.6607113042116654,452230556
16,0,4,4,HM_channel,49,0.6501508582729875,452230556
16,0,4,4,HM_channel,50,0.6501508582729875,452230556
16,0,8,4,H,0,0.40031306919647197,452230556
16,0,8,4,H,1,0.44269303976491464,452230556
16,0,8,4,H,2,0.44269303976491464,452230556
16,0,8,4,H,3,0.44269303976491464,452230556
16,0,8,4,H,4,0.4719150529342024,452230556
16,0,8,4,H,5,0.516007999192961,452230556
16,0,8,4,H,6,0.5455247017013433,452230556
16,0,8,4,H,7,0.5531542817505802,452230556
16,0,8,4,H,8,0.6007373506907157,452230556
16,0,8,4,H,9,0.6007373506907157,452230556
16,0,8,4,H,10,0.594587253374,452230556
16,0,8,4,H,11,0.6309134722706085,452230556
16,0,8,4,H,12,0.6399944354767648,452230556
16,0,8,4,H,13,0.6399944354767648,452230556
16,0,8,4,H,14,0.6476240155260019,452230556
16,0,8,4,H,15,0.6476240155260019,452230556
16,0,8,4,H,16,0.6476240155260019,452230556
16,0,8,4,H,17,0.6491034982585232,452230556
16,0,8,4,H,18,0.6491034982585232,452230556
16,0,8,4,H,19,0.6607113042116654,452230556
16,0,8,4,H,20,0.6607113042116654,452230556
16,0,8,4,H,21,0.6607113042116654,452230556
16,0,8,4,H,22,0.6607113042116654,452230556
16,0,8,4,H,23,0.6592318214791439,452230556
16,0,8,4,H,24,0.6592318214791439,452230556
16,0,8,4,H,25,0.6592318214791439,452230556
16,0,8,4,H,26,0.6592318214791439,452230556
16,0,8,4,H,27,0.6422897503503187,452230556
16,0,8,4,H,28,0.6437692330828401,452230556
16,0,8,4,H,29,0.6607113042116654,452230556
16,0,8,4,H,30,0.6592318214791439,452230556
16,0,8,4,H,31,0.6592318214791439,452230556
