N,K,D,rep,condition,step,fitness,landscape_seed
16,4,4,4,HM_channel,15,0.7414711269560068,1967501239
16,4,4,4,HM_channel,16,0.7414711269560068,1967501239
16,4,4,4,HM_channel,17,0.7414711269560068,1967501239
16,4,4,4,HM_channel,18,0.7414711269560068,1967501239
16,4,4,4,HM_channel,19,0.7414711269560068,1967501239
16,4,4,4,HM_channel,20,0.7316881355835301,1967501239
16,4,4,4,HM_channel,21,0.7316881355835301,1967501239
16,4,4,4,HM_channel,22,0.7316881355835301,1967501239
16,4,4,4,HM_channel,23,0.7414711269560068,1967501239
16,4,4,4,HM_channel,24,0.7414711269560068,1967501239
16,4,4,4,HM_channel,25,0.7414711269560068,1967501239
16,4,4,4,HM_channel,26,0.7414711269560068,1967501239
16,4,4,4,HM_channel,27,0.7414711269560068,1967501239
16,4,4,4,HM_channel,28,0.7414711269560068,1967501239
16,4,4,4,HM_channel,29,0.7414711269560068,1967501239
16,4,4,4,HM_channel,30,0.7414711269560068,1967501239
16,4,4,4,HM_channel,31,0.7414711269560068,1967501239
16,4,4,4,HM_channel,32,0.7414711269560068,1967501239
16,4,4,4,HM_channel,33,0.7414711269560068,1967501239
16,4,4,4,HM_channel,34,0.7269014153792914,1967501239
16,4,4,4,HM_channel,35,0.7269014153792914,1967501239
16,4,4,4,HM_channel,36,0.7269014153792914,1967501239
16,4,4,4,HM_channel,37,0.7269014153792914,1967501239
16,4,4,4,HM_channel,38,0.7269014153792914,1967501239
16,4,4,4,HM_channel,39,0.7414711269560068,1967501239
16,4,4,4,HM_channel,40,0.7414711269560068,1967501239
16,4,4,4,HM_channel,41,0.7414711269560068,1967501239
16,4,4,4,HM_channel,42,0.7414711269560068,1967501239
16,4,4,4,HM_channel,43,0.7316881355835301,1967501239
16,4,4,4,HM_channel,44,0.7316881355835301,1967501239
16,4,4,4,HM_channel,45,0.7316881355835301,1967501239
16,4,4,4,HM_channel,46,0.7316881355835301,1967501239
16,4,4,4,HM_channel,47,0.7316881355835301,1967501239
16,4,4,4,HM_channel,48,0.7316881355835301,1967501239
16,4,4,4,HM_channel,49,0.7059550755119461,1967501239
16,4,4,4,HM_channel,50,0.7059550755119461,1967501239
16,4,8,4,H,0,0.5427787585408153,1967501239
16,4,8,4,H,1,0.5427787585408153,1967501239
16,4,8,4,H,2,0.533950234683782,1967501239
16,4,8,4,H,3,0.5844884138192644,1967501239
16,4,8,4,H,4,0.642698747166973,1967501239
16,4,8,4,H,5,0.642698747166973,1967501239
16,4,8,4,H,6,0.642698747166973,1967501239
16,4,8,4,H,7,0.642698747166973,1967501239
16,4,8,4,H,8,0.642698747166973,1967501239
16,4,8,4,H,9,0.6538482637663279,1967501239
16,4,8,4,H,10,0.6538482637663279,1967501239
16,4,8,4,H,11,0.6538482637663279,1967501239
16,4,8,4,H,12,0.6538482637663279,1967501239
16,4,8,4,H,13,0.6538482637663279,1967501239
16,4,8,4,H,14,0.6462682198471865,1967501239
16,4,8,4,H,15,0.6538482637663279,1967501239
16,4,8,4,H,16,0.6538482637663279,1967501239
16,4,8,4,H,17,0.6538482637663279,1967501239
16,4,8,4,H,18,0.6690388227232682,1967501239
16,4,8,4,H,19,0.6690388227232682,1967501239
16,4,8,4,H,20,0.6690388227232682,1967501239
16,4,8,4,H,21,0.6690388227232682,1967501239
16,4,8,4,H,22,0.6690388227232682,1967501239
16,4,8,4,H,23,0.6690388227232682,1967501239
16,4,8,4,H,24,0.6595265593397932,1967501239
16,4,8,4,H,25,0.6690388227232682,1967501239
16,4,8,4,H,26,0.6690388227232682,1967501239
16,4,8,4,H,27,0.6817116297668745,1967501239
16,4,8,4,H,28,0.6817116297668745,1967501239
16,4,8,4,H,29,0.6817116297668745,1967501239
16,4,8,4,H,30,0.6817116297668745,1967501239
16,4,8,4,H,31,0.6817116297668745,1967501239
16,4,8,4,H,32,0.6817116297668745,1967501239
16,4,8,4,H,33,0.6817116297668745,1967501239
16,4,8,4,H,34,0.6817116297668745,1967501239
16,4,8,4,H,35,0.6817116297668745,1967501239
16,4,8,4,H,36,0.6817116297668745,1967501239
16,4,8,4,H,37,0.6817116297668745,1967501239
16,4,8,4,H,38,0.6817116297668745,1967501239
16,4,8,4,H,39,0.6817116297668745,1967501239
16,4,8,4,H,40,0.6817116297668745,1967501239
16,4,8,4,H,41,0.6817116297668745,1967501239
16,4,8,4,H,42,0.6817116297668745,1967501239
16,4,8,4,H,43,0.6817116297668745,1967501239
16,4,8,4,H,44,0.6817116297668745,1967501239
16,4,8,4,H,45,0.6817116297668745,1967501239
16,4,8,4,H,46,0.6817116297668745,1967501239
16,4,8,4,H,47,0.6817116297668745,1967501239
16,4,8,4,H,48,0.6817116297668745,1967501239
16,4,8,4,H,49,0.6817116297668745,1967501239
16,4,8,4,H,50,0.6817116297668745,1967501239
16,4,8,4,M,0,0.5427787585408153,1967501239
16,4,8,4,M,1,0.5398029147690221,1967501239
16,4,8,4,M,2,0.5277605242830251,1967501239
16,4,8,4,M,3,0.6019338381983679,1967501239
16,4,8,4,M,4,0.4485272818192081,1967501239
16,4,8,4,M,5,0.5265395651034476,1967501239
16,4,8,4,M,6,0.4179116526419165,1967501239
16,4,8,4,M,7,0.6046795066397658,1967501239
16,4,8,4,M,8,0.5254772639580092,1967501239
16,4,8,4,M,9,0.5106438238999147,1967501239
16,4,8,4,M,10,0.5266082077639277,1967501239
16,4,8,4,M,11,0.6133304499329553,1967501239
16,4,8,4,M,12,0.532980254028858,1967501239
16,4,8,4,M,13,0.4225357164892774,1967501239
16,4,8,4,M,14,0.62912974234097,1967501239
16,4,8,4,M,15,0.6851202344515743,1967501239
16,4,8,4,M,16,0.5614202385121588,1967501239
16,4,8,4,M,17,0.5778024871932601,1967501239
16,4,8,4,M,18,0.5179811758313801,1967501239
16,4,8,4,M,19,0.43425445537424046,1967501239
16,4,8,4,M,20,0.6537495788662034,1967501239
16,4,8,4,M,21,0.4860079594445577,1967501239
16,4,8,4,M,22,0.6098775380982828,1967501239
16,4,8,4,M,23,0.5668446419680004,1967501239
16,4,8,4,M,24,0.559016721083181,1967501239
16,4,8,4,M,25,0.5611842703491857,1967501239
16,4,8,4,M,26,0.5819228297391738,1967501239
16,4,8,4,M,27,0.44994851994812507,1967501239
16,4,8,4,M,28,0.43885768633322364,1967501239
16,4,8,4,M,29,0.48393585520499677,1967501239
16,4,8,4,M,30,0.5143993909695281,1967501239
16,4,8,4,M,31,0.5392966780373073,1967501239
16,4,8,4,M,32,0.43079708229407704,1967501239
16,4,8,4,M,33,0.6204903673079264,1967501239
16,4,8,4,M,34,0.6146991633660868,1967501239
16,4,8,4,M,35,0.48567901150726633,1967501239
16,4,8,4,M,36,0.5337028446969571,1967501239
16,4,8,4,M,37,0.6099107904719351,1967501239
16,4,8,4,M,38,0.49897834810105013,1967501239
16,4,8,4,M,39,0.48399911841012855,1967501239
16,4,8,4,M,40,0.4574514791926649,1967501239
16,4,8,4,M,41,0.5768963510737368,1967501239
16,4,8,4,M,42,0.5440377548473118,1967501239
16,4,8,4,M,43,0.4872845300338035,1967501239
16,4,8,4,M,44,0.5359926444270425,1967501239
16,4,8,4,M,45,0.3833374748785611,1967501239
16,4,8,4,M,46,0.5423642998810839,1967501239
16,4,8,4,M,47,0.5826982858190809,1967501239
16,4,8,4,M,48,0.40688654520970646,1967501239
16,4,8,4,M,49,0.5244866724633126,1967501239
16,4,8,4,M,50,0.49657383160298574,1967501239
16,4,8,4,HM_naive,0,0.5427787585408153,1967501239
16,4,8,4,HM_naive,1,0.6227988949681469,1967501239
16,4,8,4,HM_naive,2,0.5146969195107042,1967501239
16,4,8,4,HM_naive,3,0.6703136551013656,1967501239
16,4,8,4,HM_naive,4,0.6693658206416159,1967501239
16,4,8,4,HM_naive,5,0.6693658206416159,1967501239
16,4,8,4,HM_naive,6,0.6298729696632243,1967501239
16,4,8,4,HM_naive,7,0.6278393783976755,1967501239
16,4,8,4,HM_naive,8,0.6761740465872248,1967501239
16,4,8,4,HM_naive,9,0.6747397500184167,1967501239
16,4,8,4,HM_naive,10,0.6779478893693224,1967501239
16,4,8,4,HM_naive,11,0.6845444315900664,1967501239
16,4,8,4,HM_naive,12,0.6497776631211132,1967501239
16,4,8,4,HM_naive,13,0.7010291539311833,1967501239
16,4,8,4,HM_naive,14,0.6120037868327128,1967501239
16,4,8,4,HM_naive,15,0.6269196928419482,1967501239
16,4,8,4,HM_naive,16,0.6719140219046291,1967501239
16,4,8,4,HM_naive,17,0.6309916170939912,1967501239
16,4,8,4,HM_naive,18,0.6309916170939912,1967501239
16,4,8,4,HM_naive,19,0.5541948549056539,1967501239
16,4,8,4,HM_naive,20,0.5913571190664769,1967501239
16,4,8,4,HM_naive,21,0.5094466251630302,1967501239
16,4,8,4,HM_naive,22,0.5693003097837918,1967501239
16,4,8,4,HM_naive,23,0.6957122130286313,1967501239
16,4,8,4,HM_naive,24,0.6957122130286313,1967501239
16,4,8,4,HM_naive,25,0.6957122130286313,1967501239
16,4,8,4,HM_naive,26,0.6957122130286313,1967501239
16,4,8,4,HM_naive,27,0.6398189685504448,1967501239
16,4,8,4,HM_naive,28,0.6398189685504448,1967501239
16,4,8,4,HM_naive,29,0.6344602621245937,1967501239
16,4,8,4,HM_naive,30,0.635953478220872,1967501239
16,4,8,4,HM_naive,31,0.5065818641931702,1967501239
16,4,8,4,HM_naive,32,0.5828050991894147,1967501239
16,4,8,4,HM_naive,33,0.5988127049210843,1967501239
16,4,8,4,HM_naive,34,0.6350593044554153,1967501239
16,4,8,4,HM_naive,35,0.6348536837844428,1967501239
16,4,8,4,HM_naive,36,0.6529479100809163,1967501239
16,4,8,4,HM_naive,37,0.557911242038288,1967501239
16,4,8,4,HM_naive,38,0.6464976469865752,1967501239
16,4,8,4,HM_naive,39,0.6868935196671615,1967501239
16,4,8,4,HM_naive,40,0.6868935196671615,1967501239
16,4,8,4,HM_naive,41,0.71150541058747,1967501239
16,4,8,4,HM_naive,42,0.71150541058747,1967501239
16,4,8,4,HM_naive,43,0.71150541058747,1967501239
16,4,8,4,HM_naive,44,0.71150541058747,1967501239
16,4,8,4,HM_naive,45,0.71150541058747,1967501239
16,4,8,4,HM_naive,46,0.71150541058747,1967501239
16,4,8,4,HM_naive,47,0.71150541058747,1967501239
16,4,8,4,HM_naive,48,0.7166481125030096,1967501239
16,4,8,4,HM_naive,49,0.6790000140382942,1967501239
16,4,8,4,HM_naive,50,0.6790000140382942,1967501239
16,4,8,4,HM_channel,0,0.5427787585408153,1967501239
16,4,8,4,HM_channel,1,0.6721565583720476,1967501239
16,4,8,4,HM_channel,2,0.6721565583720476,1967501239
16,4,8,4,HM_channel,3,0.6694858636914789,1967501239
16,4,8,4,HM_channel,4,0.6850222905969168,1967501239
16,4,8,4,HM_channel,5,0.6850222905969168,1967501239
16,4,8,4,HM_channel,6,0.6850222905969168,1967501239
16,4,8,4,HM_channel,7,0.6816363978939243,1967501239
16,4,8,4,HM_channel,8,0.6816363978939243,1967501239
16,4,8,4,HM_channel,9,0.6816363978939243,1967501239
16,4,8,4,HM_channel,10,0.6850222905969168,1967501239
16,4,8,4,HM_channel,11,0.6776081393587654,1967501239
16,4,8,4,HM_channel,12,0.7132598171203515,1967501239
16,4,8,4,HM_channel,13,0.7132598171203515,1967501239
16,4,8,4,HM_channel,14,0.7132598171203515,1967501239
16,4,8,4,HM_channel,15,0.7400491957402526,1967501239
16,4,8,4,HM_channel,16,0.7400491957402526,1967501239
16,4,8,4,HM_channel,17,0.7400491957402526,1967501239
16,4,8,4,HM_channel,18,0.7400491957402526,1967501239
16,4,8,4,HM_channel,19,0.7400491957402526,1967501239
16,4,8,4,HM_channel,20,0.7400491957402526,1967501239
16,4,8,4,HM_channel,21,0.7400491957402526,1967501239
16,4,8,4,HM_channel,22,0.7400491957402526,1967501239
16,4,8,4,HM_channel,23,0.7400491957402526,1967501239
16,4,8,4,HM_channel,24,0.7400491957402526,1967501239
16,4,8,4,HM_channel,25,0.7400491957402526,1967501239
16,4,8,4,HM_channel,26,0.7400491957402526,1967501239
16,4,8,4,HM_channel,27,0.7496881749267549,1967501239
16,4,8,4,HM_channel,28,0.7360092961494501,1967501239
16,4,8,4,HM_channel,29,0.7360092961494501,1967501239
16,4,8,4,HM_channel,30,0.7360092961494501,1967501239
16,4,8,4,HM_channel,31,0.7360092961494501,1967501239
16,4,8,4,HM_channel,32,0.7360092961494501,1967501239
16,4,8,4,HM_channel,33,0.7360092961494501,1967501239
16,4,8,4,HM_channel,34,0.7360092961494501,1967501239
16,4,8,4,HM_channel,35,0.7360092961494501,1967501239
16,4,8,4,HM_channel,36,0.7360092961494501,1967501239
16,4,8,4,HM_channel,37,0.7360092961494501,1967501239
16,4,8,4,HM_channel,38,0.7360092961494501,1967501239
16,4,8,4,HM_channel,39,0.7360092961494501,1967501239
16,4,8,4,HM_channel,40,0.7360092961494501,1967501239
16,4,8,4,HM_channel,41,0.7360092961494501,1967501239
16,4,8,4,HM_channel,42,0.7360092961494501,1967501239
16,4,8,4,HM_channel,43,0.7360092961494501,1967501239
16,4,8,4,HM_channel,44,0.7360092961494501,1967501239
16,4,8,4,HM_channel,45,0.7360092961494501,1967501239
16,4,8,4,HM_channel,46,0.7360092961494501,1967501239
16,4,8,4,HM_channel,47,0.7360092961494501,1967501239
16,4,8,4,HM_channel,48,0.7360092961494501,1967501239
16,4,8,4,HM_channel,49,0.7496881749267549,1967501239
16,4,8,4,HM_channel,50,0.7496881749267549,1967501239
16,4,1,5,H,0,0.6181827410677972,208981816
16,4,1,5,H,1,0.6181827410677972,208981816
16,4,1,5,H,2,0.6457521164753706,208981816
16,4,1,5,H,3,0.6615942662054973,208981816
16,4,1,5,H,4,0.6615942662054973,208981816
16,4,1,5,H,5,0.6615942662054973,208981816
16,4,1,5,H,6,0.7486865919828407,208981816
16,4,1,5,H,7,0.7486865919828407,208981816
16,4,1,5,H,8,0.7486865919828407,208981816
16,4,1,5,H,9,0.7486865919828407,208981816
16,4,1,5,H,10,0.7486865919828407,208981816
16,4,1,5,H,11,0.7486865919828407,208981816
16,4,1,5,H,12,0.7486865919828407,208981816
16,4,1,5,H,13,0.7486865919828407,208981816
16,4,1,5,H,14,0.7486865919828407,208981816
16,4,1,5,H,15,0.7486865919828407,208981816
16,4,1,5,H,16,0.7486865919828407,208981816
16,4,1,5,H,17,0.7486865919828407,208981816
16,4,1,5,H,18,0.7486865919828407,208981816
16,4,1,5,H,19,0.7486865919828407,208981816
16,4,1,5,H,20,0.7486865919828407,208981816
16,4,1,5,H,21,0.7486865919828407,208981816
16,4,1,5,H,22,0.7486865919828407,208981816
16,4,1,5,H,23,0.7486865919828407,208981816
16,4,1,5,H,24,0.7486865919828407,208981816
16,4,1,5,H,25,0.7486865919828407,208981816
16,4,1,5,H,26,0.7486865919828407,208981816
16,4,1,5,H,27,0.7486865919828407,208981816
16,4,1,5,H,28,0.7486865919828407,208981816
16,4,1,5,H,29,0.7486865919828407,208981816
16,4,1,5,H,30,0.7486865919828407,208981816
16,4,1,5,H,31,0.7486865919828407,208981816
16,4,1,5,H,32,0.7486865919828407,208981816
16,4,1,5,H,33,0.7486865919828407,208981816
16,4,1,5,H,34,0.7486865919828407,208981816
16,4,1,5,H,35,0.7486865919828407,208981816
16,4,1,5,H,36,0.7486865919828407,208981816
16,4,1,5,H,37,0.7486865919828407,208981816
16,4,1,5,H,38,0.7486865919828407,208981816
16,4,1,5,H,39,0.7486865919828407,208981816
16,4,1,5,H,40,0.7486865919828407,208981816
16,4,1,5,H,41,0.7486865919828407,208981816
16,4,1,5,H,42,0.7486865919828407,208981816
16,4,1,5,H,43,0.7486865919828407,208981816
16,4,1,5,H,44,0.7486865919828407,208981816
16,4,1,5,H,45,0.7486865919828407,208981816
16,4,1,5,H,46,0.7486865919828407,208981816
16,4,1,5,H,47,0.7193782514955479,208981816
16,4,1,5,H,48,0.7384899059546872,208981816
16,4,1,5,H,49,0.7384899059546872,208981816
16,4,1,5,H,50,0.7384899059546872,208981816
16,4,1,5,M,0,0.6181827410677972,208981816
16,4,1,5,M,1,0.6436738674374359,208981816
16,4,1,5,M,2,0.591626443146898,208981816
16,4,1,5,M,3,0.6652456503736877,208981816
16,4,1,5,M,4,0.7388717853938649,208981816
16,4,1,5,M,5,0.7619446592457086,208981816
16,4,1,5,M,6,0.7388717853938649,208981816
16,4,1,5,M,7,0.7498153206494669,208981816
16,4,1,5,M,8,0.7152509884535073,208981816
16,4,1,5,M,9,0.7257831833971149,208981816
16,4,1,5,M,10,0.7173000024576133,208981816
16,4,1,5,M,11,0.7173000024576133,208981816
16,4,1,5,M,12,0.6918088760879745,208981816
16,4,1,5,M,13,0.7193782514955479,208981816
16,4,1,5,M,14,0.6918088760879745,208981816
16,4,1,5,M,15,0.669794780410138,208981816
16,4,1,5,M,16,0.7384899059546872,208981816
16,4,1,5,M,17,0.6823622756044837,208981816
16,4,1,5,M,18,0.7031261537065984,208981816
16,4,1,5,M,19,0.7050094781132525,208981816
16,4,1,5,M,20,0.7031261537065984,208981816
16,4,1,5,M,21,0.7186242885889855,208981816
16,4,1,5,M,22,0.7296030294313955,208981816
16,4,1,5,M,23,0.6972085467780209,208981816
16,4,1,5,M,24,0.630655771222474,208981816
16,4,1,5,M,25,0.6972085467780209,208981816
16,4,1,5,M,26,0.7339533405823689,208981816
16,4,1,5,M,27,0.7509091102129184,208981816
16,4,1,5,M,28,0.7663314350269511,208981816
16,4,1,5,M,29,0.7832783791141206,208981816
16,4,1,5,M,30,0.7832783791141206,208981816
16,4,1,5,M,31,0.7296003975147691,208981816
16,4,1,5,M,32,0.7211172165752674,208981816
16,4,1,5,M,33,0.7296003975147691,208981816
16,4,1,5,M,34,0.7296003975147691,208981816
16,4,1,5,M,35,0.7832783791141206,208981816
16,4,1,5,M,36,0.700979247004864,208981816
16,4,1,5,M,37,0.6616109482695182,208981816
16,4,1,5,M,38,0.700979247004864,208981816
16,4,1,5,M,39,0.7101580671742409,208981816
16,4,1,5,M,40,0.700979247004864,208981816
16,4,1,5,M,41,0.6616109482695182,208981816
16,4,1,5,M,42,0.6456631261699038,208981816
16,4,1,5,M,43,0.7365160775930634,208981816
16,4,1,5,M,44,0.634244052453143,208981816
16,4,1,5,M,45,0.6737022776795153,208981816
16,4,1,5,M,46,0.6868193692756335,208981816
16,4,1,5,M,47,0.6959981894450104,208981816
16,4,1,5,M,48,0.6945174604495409,208981816
16,4,1,5,M,49,0.6963293209852456,208981816
16,4,1,5,M,50,0.7235801604533939,208981816
16,4,1,5,HM_naive,0,0.6181827410677972,208981816
16,4,1,5,HM_naive,1,0.6918088760879745,208981816
16,4,1,5,HM_naive,2,0.7193782514955479,208981816
16,4,1,5,HM_naive,3,0.7498153206494669,208981816
16,4,1,5,HM_naive,4,0.7498153206494669,208981816
16,4,1,5,HM_naive,5,0.7498153206494669,208981816
16,4,1,5,HM_naive,6,0.7689269751086063,208981816
16,4,1,5,HM_naive,7,0.7498153206494669,208981816
16,4,1,5,HM_naive,8,0.7689269751086063,208981816
16,4,1,5,HM_naive,9,0.7689269751086063,208981816
16,4,1,5,HM_naive,10,0.7689269751086063,208981816
16,4,1,5,HM_naive,11,0.7579834398530043,208981816
16,4,1,5,HM_naive,12,0.7388717853938649,208981816
16,4,1,5,HM_naive,13,0.7498153206494669,208981816
16,4,1,5,HM_naive,14,0.7498153206494669,208981816
16,4,1,5,HM_naive,15,0.7689269751086063,208981816
16,4,1,5,HM_naive,16,0.7498153206494669,208981816
16,4,1,5,HM_naive,17,0.7388717853938649,208981816
16,4,1,5,HM_naive,18,0.7619446592457086,208981816
16,4,1,5,HM_naive,19,0.7388717853938649,208981816
16,4,1,5,HM_naive,20,0.7579834398530043,208981816
16,4,1,5,HM_naive,21,0.7689269751086063,208981816
16,4,1,5,HM_naive,22,0.7689269751086063,208981816
16,4,1,5,HM_naive,23,0.7579834398530043,208981816
16,4,1,5,HM_naive,24,0.7689269751086063,208981816
16,4,1,5,HM_naive,25,0.7689269751086063,208981816
16,4,1,5,HM_naive,26,0.7689269751086063,208981816
16,4,1,5,HM_naive,27,0.7689269751086063,208981816
16,4,1,5,HM_naive,28,0.7579834398530043,208981816
16,4,1,5,HM_naive,29,0.7579834398530043,208981816
16,4,1,5,HM_naive,30,0.7689269751086063,208981816
16,4,1,5,HM_naive,31,0.7689269751086063,208981816
16,4,1,5,HM_naive,32,0.7579834398530043,208981816
16,4,1,5,HM_naive,33,0.7689269751086063,208981816
16,4,1,5,HM_naive,34,0.7689269751086063,208981816
16,4,1,5,HM_naive,35,0.7579834398530043,208981816
16,4,1,5,HM_naive,36,0.7689269751086063,208981816
16,4,1,5,HM_naive,37,0.7689269751086063,208981816
16,4,1,5,HM_naive,38,0.7579834398530043,208981816
16,4,1,5,HM_naive,39,0.7689269751086063,208981816
16,4,1,5,HM_naive,40,0.7498153206494669,208981816
16,4,1,5,HM_naive,41,0.7152509884535073,208981816
16,4,1,5,HM_naive,42,0.7127993447584028,208981816
16,4,1,5,HM_naive,43,0.7689269751086063,208981816
16,4,1,5,HM_naive,44,0.7689269751086063,208981816
16,4,1,5,HM_naive,45,0.7689269751086063,208981816
16,4,1,5,HM_naive,46,0.7579834398530043,208981816
16,4,1,5,HM_naive,47,0.7689269751086063,208981816
16,4,1,5,HM_naive,48,0.7689269751086063,208981816
16,4,1,5,HM_naive,49,0.7498153206494669,208981816
16,4,1,5,HM_naive,50,0.7689269751086063,208981816
16,4,1,5,HM_channel,0,0.6181827410677972,208981816
16,4,1,5,HM_channel,1,0.6918088760879745,208981816
16,4,1,5,HM_channel,2,0.7173000024576133,208981816
16,4,1,5,HM_channel,3,0.7498153206494669,208981816
16,4,1,5,HM_channel,4,0.7689269751086063,208981816
16,4,1,5,HM_channel,5,0.7689269751086063,208981816
16,4,1,5,HM_channel,6,0.7689269751086063,208981816
16,4,1,5,HM_channel,7,0.7689269751086063,208981816
16,4,1,5,HM_channel,8,0.7689269751086063,208981816
16,4,1,5,HM_channel,9,0.7689269751086063,208981816
16,4,1,5,HM_channel,10,0.7689269751086063,208981816
16,4,1,5,HM_channel,11,0.7689269751086063,208981816
16,4,1,5,HM_channel,12,0.7498153206494669,208981816
16,4,1,5,HM_channel,13,0.7689269751086063,208981816
16,4,1,5,HM_channel,14,0.7689269751086063,208981816
16,4,1,5,HM_channel,15,0.7689269751086063,208981816
16,4,1,5,HM_channel,16,0.7498153206494669,208981816
16,4,1,5,HM_channel,17,0.7498153206494669,208981816
16,4,1,5,HM_channel,18,0.7388717853938649,208981816
16,4,1,5,HM_channel,19,0.7388717853938649,208981816
16,4,1,5,HM_channel,20,0.7498153206494669,208981816
16,4,1,5,HM_channel,21,0.7388717853938649,208981816
16,4,1,5,HM_channel,22,0.7619446592457086,208981816
16,4,1,5,HM_channel,23,0.7619446592457086,208981816
16,4,1,5,HM_channel,24,0.7619446592457086,208981816
16,4,1,5,HM_channel,25,0.7619446592457086,208981816
16,4,1,5,HM_channel,26,0.7619446592457086,208981816
16,4,1,5,HM_channel,27,0.7619446592457086,208981816
16,4,1,5,HM_channel,28,0.7619446592457086,208981816
16,4,1,5,HM_channel,29,0.7619446592457086,208981816
16,4,1,5,HM_channel,30,0.7388717853938649,208981816
16,4,1,5,HM_channel,31,0.7388717853938649,208981816
16,4,1,5,HM_channel,32,0.7619446592457086,208981816
16,4,1,5,HM_channel,33,0.7619446592457086,208981816
16,4,1,5,HM_channel,34,0.7619446592457086,208981816
16,4,1,5,HM_channel,35,0.7619446592457086,208981816
16,4,1,5,HM_channel,36,0.7619446592457086,208981816
16,4,1,5,HM_channel,37,0.7619446592457086,208981816
16,4,1,5,HM_channel,38,0.7619446592457086,208981816
16,4,1,5,HM_channel,39,0.7619446592457086,208981816
16,4,1,5,HM_channel,40,0.7619446592457086,208981816
16,4,1,5,HM_channel,41,0.7619446592457086,208981816
16,4,1,5,HM_channel,42,0.7619446592457086,208981816
16,4,1,5,HM_channel,43,0.7619446592457086,208981816
16,4,1,5,HM_channel,44,0.7619446592457086,208981816
16,4,1,5,HM_channel,45,0.7619446592457086,208981816
16,4,1,5,HM_channel,46,0.7619446592457086,208981816
16,4,1,5,HM_channel,47,0.7619446592457086,208981816
16,4,1,5,HM_channel,48,0.7619446592457086,208981816
16,4,1,5,HM_channel,49,0.7388717853938649,208981816
16,4,1,5,HM_channel,50,0.7619446592457086,208981816
16,4,4,5,H,0,0.6181827410677972,208981816
16,4,4,5,H,1,0.6181827410677972,208981816
16,4,4,5,H,2,0.6137694643680506,208981816
16,4,4,5,H,3,0.6057867250452554,208981816
16,4,4,5,H,4,0.6057867250452554,208981816
16,4,4,5,H,5,0.6918088760879745,208981816
16,4,4,5,H,6,0.7002920570274762,208981816
16,4,4,5,H,7,0.7296003975147691,208981816
16,4,4,5,H,8,0.7296003975147691,208981816
16,4,4,5,H,9,0.7832783791141206,208981816
16,4,4,5,H,10,0.7832783791141206,208981816
16,4,4,5,H,11,0.7832783791141206,208981816
16,4,4,5,H,12,0.7832783791141206,208981816
16,4,4,5,H,13,0.7915383812827326,208981816
16,4,4,5,H,14,0.7915383812827326,208981816
16,4,4,5,H,15,0.7915383812827326,208981816
16,4,4,5,H,16,0.7915383812827326,208981816
16,4,4,5,H,17,0.7915383812827326,208981816
16,4,4,5,H,18,0.7915383812827326,208981816
16,4,4,5,H,19,0.7915383812827326,208981816
16,4,4,5,H,20,0.7915383812827326,208981816
16,4,4,5,H,21,0.7915383812827326,208981816
16,4,4,5,H,22,0.7915383812827326,208981816
16,4,4,5,H,23,0.7915383812827326,208981816
16,4,4,5,H,24,0.7915383812827326,208981816
16,4,4,5,H,25,0.7915383812827326,208981816
16,4,4,5,H,26,0.7915383812827326,208981816
16,4,4,5,H,27,0.7915383812827326,208981816
16,4,4,5,H,28,0.7915383812827326,208981816
16,4,4,5,H,29,0.7915383812827326,208981816
16,4,4,5,H,30,0.7915383812827326,208981816
16,4,4,5,H,31,0.7915383812827326,208981816
16,4,4,5,H,32,0.7915383812827326,208981816
16,4,4,5,H,33,0.7915383812827326,208981816
16,4,4,5,H,34,0.7915383812827326,208981816
16,4,4,5,H,35,0.7832783791141206,208981816
16,4,4,5,H,36,0.7832783791141206,208981816
16,4,4,5,H,37,0.7832783791141206,208981816
16,4,4,5,H,38,0.7832783791141206,208981816
16,4,4,5,H,39,0.7915383812827326,208981816
16,4,4,5,H,40,0.7915383812827326,208981816
16,4,4,5,H,41,0.7915383812827326,208981816
16,4,4,5,H,42,0.7915383812827326,208981816
16,4,4,5,H,43,0.7915383812827326,208981816
16,4,4,5,H,44,0.7915383812827326,208981816
16,4,4,5,H,45,0.7915383812827326,208981816
16,4,4,5,H,46,0.7915383812827326,208981816
16,4,4,5,H,47,0.7915383812827326,208981816
16,4,4,5,H,48,0.7915383812827326,208981816
16,4,4,5,H,49,0.7915383812827326,208981816
16,4,4,5,H,50,0.7915383812827326,208981816
16,4,4,5,M,0,0.6181827410677972,208981816
16,4,4,5,M,1,0.5636082659982639,208981816
16,4,4,5,M,2,0.5377560525111013,208981816
16,4,4,5,M,3,0.5571802288891932,208981816
16,4,4,5,M,4,0.5365152305019396,208981816
16,4,4,5,M,5,0.6065493657540707,208981816
16,4,4,5,M,6,0.5545416105690466,208981816
16,4,4,5,M,7,0.6849787321232259,208981816
16,4,4,5,M,8,0.5413419264960356,208981816
16,4,4,5,M,9,0.5202316931986684,208981816
16,4,4,5,M,10,0.5900623248151597,208981816
16,4,4,5,M,11,0.5987501839945494,208981816
16,4,4,5,M,12,0.5907344790188849,208981816
16,4,4,5,M,13,0.614280148371879,208981816
16,4,4,5,M,14,0.5319955948190964,208981816
16,4,4,5,M,15,0.5461867910973821,208981816
16,4,4,5,M,16,0.5344991782533891,208981816
